NumeroForo,AreaDelaminata_mm2,Dmax_mm,DF_diametro,DHAR_Area_Ratio,ShapeFactor,ScalaCalcolata_px_per_mm,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,Forza_N
503,4.097428,8.294797,1.382466,0.144917,0.159037,48.527228,0.426178,-0.708546,-0.627244,-0.965196,-2.492533,-1.320437,-1.769037,246.7
504,10.546095,9.289266,1.548211,0.372992,0.267003,48.306989,0.056506,-1.618263,-1.342543,-1.324971,-2.748128,-2.473286,2.894529,258.9
505,18.549458,9.299523,1.549921,0.656053,0.467856,48.468888,-0.146958,-2.233288,-1.831896,-2.693226,5.13236,3.855728,-5.073313,241.1
506,9.993464,9.176926,1.529488,0.353446,0.263897,48.95065,0.078904,-2.507852,-1.1052,-1.274706,2.957145,3.16174,-2.488373,237.4
507,6.477379,9.272669,1.545445,0.22909,0.165003,48.35748,0.231358,-1.745322,-1.053344,-1.209806,-2.783979,-2.59305,2.371673,241.1
508,9.215735,8.933536,1.488923,0.32594,0.267846,48.72688,0.105725,-1.097844,-0.933174,-1.732359,3.657426,-2.301238,-3.079744,237.3
509,13.910851,8.787919,1.464653,0.491996,0.429612,48.324191,-0.051407,-1.743265,-3.667181,-3.672476,6.848786,4.570605,6.927638,240.9
510,17.751016,9.050477,1.508413,0.627814,0.492284,48.901494,-0.136931,-2.239431,-2.146351,-2.292204,-4.545517,-4.980005,4.918386,263.3
511,10.619567,8.622333,1.437055,0.37559,0.352624,48.722887,0.051911,-1.975141,-2.46351,-2.027307,-4.463145,-3.064259,4.387592,271.2
512,12.345592,8.888211,1.481368,0.436636,0.365553,49.481353,-0.011434,-1.023163,-1.774749,-1.974334,4.022954,-3.515162,-3.977364,244.3
513,16.475125,9.099333,1.516555,0.582688,0.448242,48.652061,-0.103898,-2.117402,-2.719193,-2.981445,-6.1181,-4.055887,5.849013,248.4
514,12.913984,8.832113,1.472019,0.456739,0.391432,49.047011,-0.017811,-1.366402,-1.119294,-1.44346,-3.19065,-2.128754,-2.751838,255.2
515,6.29597,8.906762,1.48446,0.222674,0.185003,48.531601,0.273137,-0.347362,-0.893922,-1.355887,2.969643,-1.711357,2.504929,268.3
516,12.182625,8.692728,1.448788,0.430872,0.392063,49.081611,0.007306,-1.305576,-1.95499,-2.618323,4.917033,-4.576138,5.471156,255.1
517,18.493639,8.639401,1.4399,0.654079,0.609402,48.974487,-0.161099,-3.369515,-2.745433,-2.72663,5.894629,-4.436557,5.476327,247.2
518,6.811392,8.366722,1.394454,0.240904,0.255059,48.650971,0.216909,-0.673447,-0.481983,-0.857469,-1.546794,-1.417242,-2.059175,249.5
519,9.350564,9.257254,1.542876,0.330709,0.239563,49.248505,0.142569,-1.33857,-1.394242,-3.224181,-5.593905,-4.068709,5.767913,248.7
520,13.432728,9.765346,1.627558,0.475086,0.288115,48.747924,-0.018208,-1.631059,-1.052459,-1.466415,2.771045,2.345935,3.088745,255.2
521,16.45901,9.40528,1.567547,0.582118,0.399477,48.584043,-0.10446,-1.831713,-2.414069,-2.539897,-5.628444,3.457903,-5.024538,242.4
522,17.596513,9.088467,1.514745,0.622349,0.480782,48.597509,-0.12715,-1.813833,-1.811955,-2.903224,-5.263327,-3.837686,5.888922,265.7
523,19.233848,9.387402,1.564567,0.680258,0.469834,48.025022,-0.165401,-2.026512,-2.265287,-3.330081,-6.216755,-4.373657,-6.190005,262.1
524,16.903901,9.573711,1.595619,0.597853,0.38671,48.230785,-0.100594,-2.477671,-1.790244,-2.673021,-4.908255,4.07626,5.631967,260.6
525,7.818325,8.401945,1.400324,0.276517,0.287766,48.680767,0.135826,-0.833579,-1.474902,-0.918192,2.202424,1.427373,-2.354001,255.7
526,21.749488,9.284625,1.547438,0.769231,0.551593,49.285117,-0.200151,-3.434182,-2.684785,-3.309534,-6.587514,-5.289894,6.246264,245.2
527,11.918731,8.918639,1.48644,0.421539,0.348522,48.640065,-0.002584,-1.338734,-2.521239,-1.646676,-4.638144,-2.870137,3.733729,248.7
528,5.417811,8.355157,1.392526,0.191616,0.204036,48.594962,0.316351,-0.802515,-1.255723,-1.013348,2.517123,1.943994,2.191659,255.0
529,15.018154,9.000523,1.500087,0.531159,0.424838,48.16768,-0.086783,-2.113355,-2.030608,-1.784022,-4.135273,-3.308302,3.721133,244.8
530,14.176282,8.479061,1.413177,0.501383,0.502857,58.53027,-0.090305,-2.503321,-2.482387,-1.591213,-3.688203,3.050987,3.935031,241.4
531,8.497368,9.476512,1.579419,0.300533,0.201084,49.14966,0.150508,-1.347977,-1.078503,-0.883491,-2.293737,2.166325,1.89686,258.2
532,14.63466,8.22208,1.370347,0.517595,0.589617,48.660784,-0.083279,-2.019557,-2.051815,-2.615078,-5.830849,-3.753351,-4.947954,255.5
533,4.169977,8.723206,1.453868,0.147483,0.132422,48.786362,0.448813,-0.823157,0.009458,-0.667083,1.504148,1.203637,1.017877,250.9
534,10.794066,10.488535,1.748089,0.381762,0.185699,48.54836,0.058378,-2.584374,-1.321366,-1.270798,2.644432,-2.614379,-2.828017,256.7
535,19.992121,8.990724,1.498454,0.707077,0.567767,49.030062,-0.182278,-1.962261,-2.711954,-2.844481,5.639131,4.332662,5.987858,270.1
536,11.206257,9.994901,1.665817,0.39634,0.223297,48.419973,0.008996,-1.78017,-0.967947,-1.260906,2.442901,2.376212,2.661698,269.4
537,11.753111,8.689517,1.448253,0.415681,0.378775,48.547996,-0.004319,-1.412738,-2.625863,-1.485529,-3.541295,3.318553,-5.044439,263.7
538,19.857,9.263014,1.543836,0.702298,0.50765,48.338461,-0.159884,-2.325645,-2.422551,-2.873315,-5.520541,-4.035751,6.070961,251.2
539,16.351291,10.08773,1.681288,0.578309,0.316581,48.914149,-0.072861,-1.871359,-2.647783,-2.747357,5.464035,3.769392,-5.845698,253.5
540,14.250476,9.500371,1.583395,0.504008,0.334413,48.360406,-0.034663,-3.122645,-1.573785,-2.996311,6.212529,4.887762,5.27526,251.1
541,18.015872,9.551383,1.591897,0.637181,0.415335,48.618973,-0.133585,-1.807093,-2.115752,-2.143325,4.476227,3.153282,-4.379051,255.4
542,13.294003,8.595847,1.432641,0.470179,0.446743,48.891729,-0.044553,-2.999483,-1.585064,-2.345667,4.835302,4.26439,4.330171,256.4
543,13.653243,9.325301,1.554217,0.482885,0.341119,48.386727,-0.025633,-1.570446,-2.566393,-2.649103,-6.01001,-4.863782,5.254537,245.0
544,7.913691,8.444691,1.407449,0.27989,0.285336,48.680767,0.170046,-1.971922,-2.153876,-2.100993,-4.718618,-3.133169,-4.251397,266.5
545,18.365761,9.924911,1.654152,0.649556,0.374121,48.677135,-0.150017,-1.71744,-2.230624,-2.040529,-4.249795,-3.051789,4.443515,248.6
546,10.125332,9.75561,1.625935,0.35811,0.217873,48.369181,0.077184,-1.68001,-1.273605,-1.904107,-3.93581,2.971895,-3.523036,248.1
547,8.598772,8.893654,1.482276,0.304119,0.254038,48.325289,0.123089,-1.166835,-2.9672,-1.500388,5.069303,2.153051,3.734422,243.1
548,7.063069,8.447585,1.407931,0.249805,0.254314,48.553823,0.173057,-0.746461,-0.489208,-0.687767,-1.470324,-2.221615,1.390508,245.6
549,8.580241,9.264568,1.544095,0.303464,0.21923,48.659694,0.1615,-0.706854,-0.974689,-1.349747,2.754064,-1.849219,2.598237,261.3
550,14.998406,9.132498,1.522083,0.53046,0.40286,48.555644,-0.061545,-2.27896,-1.852612,-1.907193,3.915731,3.142669,3.96112,248.6
551,26.669392,10.456447,1.742741,0.943237,0.463019,49.484212,-0.268538,-2.381436,-2.392762,-2.90436,-5.541092,-4.102494,6.344071,244.1
552,18.817634,9.217386,1.536231,0.665538,0.489364,48.900047,-0.146545,-2.09036,-2.213973,-2.914423,5.470321,-4.207286,6.233487,245.0
553,8.365212,9.264505,1.544084,0.295859,0.213741,48.761707,0.167769,-0.995044,-1.111402,-1.042224,2.745342,-2.54551,2.131521,265.6
554,15.462984,9.805291,1.634215,0.546891,0.327351,48.545446,-0.059143,-1.263947,-1.739537,-3.168066,5.683761,-3.805737,-5.839286,251.5
555,9.521764,9.180269,1.530045,0.336763,0.251122,49.049535,0.107483,-1.352566,-1.618966,-1.266854,2.864462,-1.949392,-2.856117,246.9
556,11.017196,8.887832,1.481305,0.389654,0.32627,48.354555,0.022016,-1.190559,-1.3238,-1.451554,2.999765,2.100293,-2.980091,239.4
557,17.063924,9.820076,1.636679,0.603513,0.359508,49.074405,-0.093932,-1.23465,-1.370275,-2.271011,-4.70902,-3.096688,4.10401,239.6
558,10.159336,8.805785,1.467631,0.359313,0.311379,48.046006,0.057828,-1.8469,-2.681426,-1.714312,-4.567034,3.265266,3.922661,252.1
559,5.909871,8.378783,1.396464,0.209019,0.219994,48.514837,0.236035,-0.695219,-0.970837,-0.25129,-1.044641,-0.598913,0.985157,253.8
560,7.63502,9.654895,1.609149,0.270034,0.169901,48.565477,0.188117,-0.969798,-1.844915,-1.006232,-2.45516,1.625288,-2.927449,258.1
561,2.948728,7.814829,1.302471,0.10429,0.149749,48.285752,0.546159,-1.823593,-0.663207,-0.200232,-0.72211,-1.680865,0.866349,248.7
562,15.157925,9.933015,1.655503,0.536102,0.307983,48.806294,-0.094926,-2.29279,-1.804202,-1.484391,-3.139447,-2.985835,3.785152,257.4
563,23.301896,9.424362,1.570727,0.824136,0.561713,48.788537,-0.228848,-2.582449,-2.549113,-2.713377,-5.335329,-4.801621,-6.646241,255.8
564,16.53642,8.646332,1.441055,0.584856,0.543223,48.730872,-0.117158,-1.597664,-2.585842,-1.769662,-3.973126,-2.570521,-4.419197,261.0
565,14.132745,10.3502,1.725033,0.499844,0.252991,48.72942,-0.034745,-2.256615,-1.957583,-1.543112,-3.56393,-2.67664,-3.366993,255.2
566,10.4498,9.714967,1.619161,0.369586,0.227903,48.19961,0.090854,-0.797575,-1.290397,-1.039489,-2.27886,-1.470952,-2.473065,254.4
567,5.837512,7.704857,1.284143,0.20646,0.318109,48.487127,0.263342,-1.020587,-2.062072,-0.923452,2.417701,1.443295,-3.497788,249.6
568,24.217911,9.680699,1.61345,0.856533,0.534258,48.607333,-0.230872,-2.921684,-3.536419,-2.668692,5.766808,-4.145666,6.206845,242.4
569,28.554054,10.11663,1.686105,1.009893,0.547976,47.945051,-0.296428,-2.74599,-3.6194,-3.283962,6.549198,5.005586,6.912698,257.1
570,5.200996,9.219875,1.536646,0.183948,0.135128,48.189703,0.264778,-0.853898,-1.244026,-0.080055,-1.027016,0.552594,-0.810211,270.1
571,8.313723,8.849917,1.474986,0.294038,0.250121,48.154094,0.175396,-0.725671,-0.486818,-0.886517,-1.588841,-1.325841,-2.151973,257.3
573,12.665868,8.564663,1.427444,0.447963,0.431732,48.518482,-0.044301,-2.066547,-1.998181,-1.388155,-4.362959,3.348021,-3.081866,287.9
574,14.054876,9.577011,1.596168,0.49709,0.321168,49.114027,-0.03549,-1.638545,-1.685041,-1.985455,3.891515,2.822783,4.097075,257.2
575,13.507856,9.918787,1.653131,0.477743,0.275699,48.846134,-0.017156,-1.13315,-1.725536,-1.424997,-3.011187,-2.042401,-3.653892,277.1
576,7.695718,9.074917,1.512486,0.27218,0.211383,48.734863,0.187939,-1.168488,-1.82351,-1.053234,-2.548755,1.741939,2.809359,266.2
577,12.194789,9.806719,1.634453,0.431302,0.258043,48.624793,0.031313,-1.476944,-1.457787,-1.544487,3.775943,-2.742479,-3.053219,273.4
578,11.170717,9.286249,1.547708,0.395083,0.283133,48.455386,0.01268,-1.39874,-1.179142,-1.81721,3.43105,2.574085,3.507139,273.2
579,21.339372,9.770136,1.628356,0.754726,0.456982,48.8986,-0.210842,-2.37959,-3.334973,-3.743613,6.959892,-4.989486,6.820519,260.0
580,12.796097,9.182305,1.530384,0.452569,0.337216,49.038718,-0.019456,-2.729387,-1.302014,-1.635565,3.344801,-3.293062,-3.191354,262.5
581,8.737346,8.935211,1.489202,0.30902,0.253769,49.165129,0.098461,-2.370335,-1.432614,-0.703357,-1.89099,1.97651,1.957846,246.1
582,9.407466,9.65825,1.609708,0.332721,0.209106,48.665508,0.140444,-1.969044,-2.653952,-1.552274,-4.432015,2.552556,-3.661328,261.7
583,18.300291,9.977334,1.662889,0.64724,0.366667,48.817887,-0.127845,-2.136142,-2.023589,-3.16401,-5.737257,-4.286186,6.483992,269.5
584,16.254285,9.214011,1.535669,0.574878,0.42324,48.92427,-0.105195,-2.020649,-1.978433,-1.79206,3.735984,2.866504,3.988966,264.1
585,14.028132,9.850247,1.641708,0.496144,0.292675,48.407554,-0.018958,-0.843237,-2.024941,-1.44258,-3.610696,-1.873087,-3.207813,272.1
586,6.878847,9.506858,1.584476,0.243289,0.161059,48.983513,0.253735,-1.009705,-2.246294,-1.026848,3.059406,-2.277292,-2.701627,265.7
587,17.635086,10.017381,1.669564,0.623714,0.348942,47.912951,-0.150989,-2.569119,-1.850096,-1.425543,5.250414,-2.742451,3.063325,272.3
588,22.561697,9.447371,1.574562,0.797957,0.539435,48.910533,-0.219808,-2.425925,-2.952406,-2.546832,5.567922,4.569389,-5.353644,256.9
589,19.313577,9.159278,1.526546,0.683078,0.51346,48.651698,-0.16305,-2.911895,-2.25554,-2.198083,-4.491393,-4.00643,4.708375,278.2
590,9.546995,8.734143,1.45569,0.337656,0.301738,48.374665,0.043346,-1.964768,-1.475309,-0.718179,-1.900212,-1.756507,-2.059097,260.5
591,9.023334,9.257732,1.542955,0.319135,0.231138,48.466698,0.099399,-0.910682,-1.46833,-0.880449,2.648798,-2.581653,2.069399,250.0
592,16.165239,9.839627,1.639938,0.571728,0.338422,48.573487,-0.052319,-2.186405,-1.737824,-1.677774,-3.408349,-2.785867,-3.885213,252.3
593,10.798981,8.636042,1.43934,0.381936,0.356383,48.366256,0.044664,-2.435797,-0.919889,-1.647301,3.31474,-3.882649,-2.971493,267.25433349609375
594,20.363403,10.237276,1.706213,0.720208,0.376843,48.154094,-0.168373,-1.94422,-2.446387,-2.429667,5.955683,-3.446929,-4.865719,259.27520751953125
595,14.675418,9.348686,1.558114,0.519037,0.363542,48.536338,-0.044432,-2.410389,-3.912265,-1.937345,-4.999405,-3.295227,5.017783,260.0946350097656
596,17.787782,10.226728,1.704455,0.629114,0.330215,48.322727,-0.114655,-2.016998,-2.782191,-2.583992,5.274653,4.084531,-5.814904,265.021484375
